budget_id,date_id,cc_id,product_id,budget_revenue,budget_cost,forecast_revenue,forecast_cost,scenario
1493,2025-08-01,14,3,46164.12,28997.79,40274.39,31851.15,Actual
1494,2025-08-01,14,4,59767.86,46961.18,66814.34,41630.28,Actual
1495,2025-08-01,14,5,146570.95,112291.26,140580.3,106982.18,Actual
1496,2025-08-01,15,1,127477.85,77399.45,143167.34,69503.88,Actual
1497,2025-08-01,15,2,40151.54,24541.0,45021.85,26294.47,Actual
1498,2025-08-01,15,3,20103.42,15257.12,18257.35,15883.3,Actual
1499,2025-08-01,15,4,141827.91,77439.97,148475.0,82044.86,Actual
1500,2025-08-01,15,5,136547.17,80308.81,131429.47,92139.36,Actual
1501,2025-09-01,1,1,29669.17,21379.95,32805.02,19024.94,Actual
1502,2025-09-01,1,2,32942.7,17373.81,30092.19,16850.67,Actual
1503,2025-09-01,1,3,115969.77,62200.36,131137.8,55580.63,Actual
1504,2025-09-01,1,4,84552.29,65240.84,76762.53,61257.82,Actual
1505,2025-09-01,1,5,32243.36,24430.54,35867.33,26422.53,Actual
1506,2025-09-01,2,1,59534.04,31394.41,53823.39,32073.03,Actual
1507,2025-09-01,2,2,95233.05,60660.28,84749.93,67646.14,Actual
1508,2025-09-01,2,3,80888.75,45361.1,89374.32,44292.05,Actual
1509,2025-09-01,2,4,30715.55,21663.15,34992.84,20627.5,Actual
1510,2025-09-01,2,5,51532.84,26450.8,46180.54,27344.46,Actual
1511,2025-09-01,3,1,89144.01,65128.94,100076.48,63283.0,Actual
1512,2025-09-01,3,2,71357.41,53917.21,78884.76,54669.23,Actual
1513,2025-09-01,3,3,52482.32,34359.55,57512.77,36704.91,Actual
1514,2025-09-01,3,4,101486.64,59105.39,110515.9,62918.83,Actual
1515,2025-09-01,3,5,56438.82,33450.88,63955.18,31314.33,Actual
1516,2025-09-01,4,1,96457.56,64604.28,89506.68,62314.83,Actual
1517,2025-09-01,4,2,48500.4,36604.62,54431.14,36342.7,Actual
1518,2025-09-01,4,3,61991.25,34020.16,68428.86,35553.32,Actual
1519,2025-09-01,4,4,43445.22,32421.44,47712.68,29923.46,Actual
1520,2025-09-01,4,5,149969.52,103242.09,131255.25,115505.62,Actual
1521,2025-09-01,5,1,90176.68,70544.5,87763.45,77975.76,Actual
1522,2025-09-01,5,2,48286.27,28106.99,51757.71,25165.79,Actual
1523,2025-09-01,5,3,92058.69,58920.5,96949.12,66681.31,Actual
1524,2025-09-01,5,4,136164.55,101408.52,141338.52,116492.87,Actual
1525,2025-09-01,5,5,38322.41,24521.87,42457.95,23657.49,Actual
1526,2025-09-01,6,1,143415.3,107761.18,146880.79,117257.65,Actual
1527,2025-09-01,6,2,142300.0,80809.99,121509.63,71697.57,Actual
1528,2025-09-01,6,3,122582.46,77315.34,124222.49,78627.94,Actual
1529,2025-09-01,6,4,36367.18,27379.39,40518.79,26201.17,Actual
1530,2025-09-01,6,5,56817.69,31837.04,62233.59,34917.52,Actual
1531,2025-09-01,7,1,74381.96,58889.9,63840.49,62064.42,Actual
1532,2025-09-01,7,2,105902.78,55487.34,109920.48,63100.79,Actual
1533,2025-09-01,7,3,62291.65,46691.68,71317.06,53211.98,Actual
1534,2025-09-01,7,4,47944.21,25385.35,45092.83,26665.47,Actual
1535,2025-09-01,7,5,132310.47,79816.27,147791.75,86407.52,Actual
1536,2025-09-01,8,1,114897.28,63469.8,113399.43,65881.58,Actual
1537,2025-09-01,8,2,106139.83,67483.02,120298.67,73645.92,Actual
1538,2025-09-01,8,3,135162.75,93516.78,153272.11,105635.78,Actual
1539,2025-09-01,8,4,59250.98,30217.53,60013.49,26234.31,Actual
1540,2025-09-01,8,5,103444.18,56094.54,102870.98,48000.86,Actual
1541,2025-09-01,9,1,50459.83,28341.2,53995.1,27391.37,Actual
1542,2025-09-01,9,2,130974.79,89854.74,137434.22,102700.42,Actual
1543,2025-09-01,9,3,30338.0,24251.41,27361.84,23626.39,Actual
1544,2025-09-01,9,4,96795.37,54658.67,97146.45,55150.69,Actual
1545,2025-09-01,9,5,109583.29,61262.14,118080.34,61396.53,Actual
1546,2025-09-01,10,1,87839.3,70184.35,87822.04,77783.45,Actual
1547,2025-09-01,10,2,84170.45,51904.93,71666.37,49527.01,Actual
1548,2025-09-01,10,3,21800.7,14506.52,21116.65,15649.99,Actual
1549,2025-09-01,10,4,78288.99,50829.32,82394.32,45270.29,Actual
1550,2025-09-01,10,5,141441.08,108768.53,145254.1,106014.06,Actual
1551,2025-09-01,11,1,53556.08,30657.1,61459.36,30562.68,Actual
1552,2025-09-01,11,2,104161.22,71947.35,116385.7,71508.24,Actual
1553,2025-09-01,11,3,124211.55,73416.72,137831.39,66652.16,Actual
1554,2025-09-01,11,4,99341.2,50790.78,95780.02,52213.93,Actual
1555,2025-09-01,11,5,55361.57,41040.77,61651.77,42158.41,Actual
1556,2025-09-01,12,1,137913.27,85622.65,147736.66,79989.9,Actual
1557,2025-09-01,12,2,103500.81,59082.89,114261.31,67858.77,Actual
1558,2025-09-01,12,3,33442.13,16821.93,29141.08,18234.63,Actual
1559,2025-09-01,12,4,132569.5,93364.73,113595.08,97828.8,Actual
1560,2025-09-01,12,5,39174.11,24650.79,44054.56,27305.24,Actual
1561,2025-09-01,13,1,70132.18,40110.5,70121.05,45867.12,Actual
1562,2025-09-01,13,2,56237.95,32175.51,59177.47,31478.84,Actual
1563,2025-09-01,13,3,82541.62,46372.56,74936.07,51987.54,Actual
1564,2025-09-01,13,4,76592.28,58779.4,82711.63,60353.07,Actual
1565,2025-09-01,13,5,33965.3,22096.68,34638.81,21343.97,Actual
1566,2025-09-01,14,1,88663.54,58798.87,80942.67,58771.55,Actual
1567,2025-09-01,14,2,46422.66,23837.61,47006.89,20573.61,Actual
1568,2025-09-01,14,3,76868.16,46637.93,84102.63,50690.76,Actual
1569,2025-09-01,14,4,48580.71,29956.21,48214.39,26881.86,Actual
1570,2025-09-01,14,5,48067.16,31725.72,43836.3,31818.03,Actual
1571,2025-09-01,15,1,92300.55,50759.46,85602.05,57106.56,Actual
1572,2025-09-01,15,2,35639.18,18874.6,40907.28,16131.43,Actual
1573,2025-09-01,15,3,34164.52,20098.86,38370.41,18337.99,Actual
1574,2025-09-01,15,4,138186.66,93137.2,131964.19,84535.22,Actual
1575,2025-09-01,15,5,114021.45,67907.59,120940.82,58545.76,Actual
1576,2025-10-01,1,1,102742.91,66570.27,105876.25,63995.88,Actual
1577,2025-10-01,1,2,143450.43,108268.64,150036.74,114383.75,Actual
1578,2025-10-01,1,3,23789.83,13336.51,25547.84,14455.5,Actual
1579,2025-10-01,1,4,23157.3,14857.4,20051.27,13143.07,Actual
1580,2025-10-01,1,5,40362.7,25323.48,45004.19,28774.58,Actual
1581,2025-10-01,2,1,59131.42,42974.62,60576.78,42385.2,Actual
1582,2025-10-01,2,2,127112.74,98702.35,114624.0,112350.04,Actual
1583,2025-10-01,2,3,73804.03,42279.3,71989.37,48189.22,Actual
1584,2025-10-01,2,4,29950.91,18999.94,30069.0,17646.1,Actual
1585,2025-10-01,2,5,65058.37,43759.89,66835.88,41095.18,Actual
1586,2025-10-01,3,1,122953.95,69282.74,130685.73,68104.1,Actual
1587,2025-10-01,3,2,114394.08,59152.68,100106.03,65241.5,Actual
1588,2025-10-01,3,3,137544.3,95474.85,138744.82,96153.58,Actual
1589,2025-10-01,3,4,74555.54,54384.44,79536.06,52772.55,Actual
1590,2025-10-01,3,5,145901.19,92858.1,137611.58,84207.13,Actual
1591,2025-10-01,4,1,129330.17,76350.05,119894.73,72765.28,Actual
1592,2025-10-01,4,2,126658.49,79020.08,125610.13,74972.19,Actual
1593,2025-10-01,4,3,122529.72,94550.41,110484.78,98048.1,Actual
1594,2025-10-01,4,4,47164.57,28774.01,49268.15,32617.07,Actual
1595,2025-10-01,4,5,145225.06,99361.16,156533.93,108102.87,Actual
1596,2025-10-01,5,1,60951.65,39910.77,51930.63,37292.1,Actual
1597,2025-10-01,5,2,60374.45,31510.08,64224.71,28341.13,Actual
1598,2025-10-01,5,3,122090.71,96248.61,127849.99,85702.96,Actual
1599,2025-10-01,5,4,48594.68,34650.29,53528.26,36108.42,Actual
1600,2025-10-01,5,5,129712.85,82287.11,139840.41,81243.5,Actual
1601,2025-10-01,6,1,21740.85,17286.6,24234.0,17944.55,Actual
1602,2025-10-01,6,2,114330.82,78251.13,102446.79,79871.45,Actual
1603,2025-10-01,6,3,46439.3,31780.73,50492.07,35109.1,Actual
1604,2025-10-01,6,4,31206.52,19663.24,34906.04,19660.01,Actual
1605,2025-10-01,6,5,73976.19,52999.45,76666.05,53159.81,Actual
1606,2025-10-01,7,1,92664.4,64685.69,84604.45,67977.34,Actual
1607,2025-10-01,7,2,48664.94,30863.64,47899.69,29896.02,Actual
1608,2025-10-01,7,3,30272.7,19908.18,31424.13,20973.9,Actual
1609,2025-10-01,7,4,140216.8,98128.6,145098.61,98021.08,Actual
1610,2025-10-01,7,5,85918.55,51100.49,94111.33,46838.74,Actual
1611,2025-10-01,8,1,86077.43,62490.15,77521.1,68621.21,Actual
1612,2025-10-01,8,2,134648.19,76403.47,124818.5,74305.07,Actual
1613,2025-10-01,8,3,136637.13,94274.37,140350.34,81070.88,Actual
1614,2025-10-01,8,4,63995.97,47601.71,54631.6,45274.88,Actual
1615,2025-10-01,8,5,135447.18,107738.76,129600.28,110337.36,Actual
1616,2025-10-01,9,1,79299.85,46433.83,79425.12,40648.79,Actual
1617,2025-10-01,9,2,70190.22,40125.83,61672.23,35927.37,Actual
1618,2025-10-01,9,3,96584.72,72632.62,84208.75,79899.52,Actual
1619,2025-10-01,9,4,139122.41,84172.5,144505.82,93584.13,Actual
1620,2025-10-01,9,5,98243.37,67345.36,104313.1,63369.74,Actual
1621,2025-10-01,10,1,60143.63,47127.54,59734.98,43699.39,Actual
1622,2025-10-01,10,2,46463.77,27030.0,46702.38,25318.6,Actual
1623,2025-10-01,10,3,54853.62,29572.6,61439.85,25360.15,Actual
1624,2025-10-01,10,4,109459.95,80782.54,109024.31,80919.67,Actual
1625,2025-10-01,10,5,40297.85,28236.93,45821.32,31940.66,Actual
1626,2025-10-01,11,1,76301.72,51176.78,68357.65,47958.03,Actual
1627,2025-10-01,11,2,94637.46,64981.67,105100.61,56675.58,Actual
1628,2025-10-01,11,3,58239.51,43344.24,53338.77,48823.37,Actual
1629,2025-10-01,11,4,136950.03,82811.47,136899.72,87003.99,Actual
1630,2025-10-01,11,5,38496.95,26247.19,42330.9,26360.81,Actual
1631,2025-10-01,12,1,43572.07,26574.96,43102.17,26691.97,Actual
1632,2025-10-01,12,2,126725.99,77682.31,113368.08,87279.34,Actual
1633,2025-10-01,12,3,144917.48,98786.92,137626.08,100108.74,Actual
1634,2025-10-01,12,4,53288.36,40162.25,54633.91,38810.99,Actual
1635,2025-10-01,12,5,92874.94,70549.19,94036.43,61819.51,Actual
1636,2025-10-01,13,1,148819.27,99604.97,128554.74,103569.3,Actual
1637,2025-10-01,13,2,138206.62,76811.78,147163.83,77999.89,Actual
1638,2025-10-01,13,3,21365.19,13639.67,23891.76,12362.41,Actual
1639,2025-10-01,13,4,61766.02,38816.07,56070.93,39564.42,Actual
1640,2025-10-01,13,5,90685.07,66031.11,88602.23,67821.68,Actual
1641,2025-10-01,14,1,116913.94,60198.16,117846.0,53419.65,Actual
1642,2025-10-01,14,2,144294.34,93173.35,153913.71,106927.93,Actual
1643,2025-10-01,14,3,54709.81,27725.89,62516.36,25648.04,Actual
1644,2025-10-01,14,4,33434.18,23688.35,37098.6,24454.73,Actual
1645,2025-10-01,14,5,28132.02,22219.5,29778.68,23964.99,Actual
1646,2025-10-01,15,1,22172.86,17376.59,23079.25,15935.67,Actual
1647,2025-10-01,15,2,114595.91,90835.52,116946.06,89787.59,Actual
1648,2025-10-01,15,3,42632.07,26454.78,40661.73,24171.1,Actual
1649,2025-10-01,15,4,82361.81,43012.71,81521.73,37217.77,Actual
1650,2025-10-01,15,5,121956.89,68531.81,124835.27,62560.92,Actual
1651,2025-11-01,1,1,84157.29,60812.13,74761.13,65895.51,Actual
1652,2025-11-01,1,2,54634.26,40114.78,51814.92,42166.11,Actual
1653,2025-11-01,1,3,48756.33,27573.46,43140.89,31548.04,Actual
1654,2025-11-01,1,4,20177.49,11117.46,18049.67,12260.86,Actual
1655,2025-11-01,1,5,125332.13,93460.26,137829.97,97048.37,Actual
1656,2025-11-01,2,1,125214.92,95541.72,109786.09,97399.73,Actual
1657,2025-11-01,2,2,61740.42,44864.73,56759.97,41222.15,Actual
1658,2025-11-01,2,3,110017.94,65283.58,122145.94,64908.04,Actual
1659,2025-11-01,2,4,135332.79,77604.06,144303.13,80640.95,Actual
1660,2025-11-01,2,5,52826.39,33967.27,58129.66,33754.64,Actual
1661,2025-11-01,3,1,32721.44,25162.0,36585.94,22744.43,Actual
1662,2025-11-01,3,2,87939.81,56029.39,94740.38,62879.74,Actual
1663,2025-11-01,3,3,90321.94,52838.75,88820.14,58490.1,Actual
1664,2025-11-01,3,4,46657.45,25566.77,48276.91,27606.78,Actual
1665,2025-11-01,3,5,21385.24,11403.07,21136.74,9999.29,Actual
1666,2025-11-01,4,1,108558.96,69915.73,122296.19,70669.15,Actual
1667,2025-11-01,4,2,121367.87,94224.53,120735.23,85460.55,Actual
1668,2025-11-01,4,3,97163.68,52566.38,91920.47,57733.07,Actual
1669,2025-11-01,4,4,40583.26,29253.26,36956.35,25311.94,Actual
1670,2025-11-01,4,5,88206.16,51665.03,83812.32,53696.69,Actual
1671,2025-11-01,5,1,142612.96,101237.19,136489.57,92263.83,Actual
1672,2025-11-01,5,2,44963.14,25271.84,46722.94,22545.9,Actual
1673,2025-11-01,5,3,127499.7,83566.86,118306.48,95109.21,Actual
1674,2025-11-01,5,4,100170.52,72513.67,99710.95,70598.15,Actual
1675,2025-11-01,5,5,138301.08,99593.14,127671.52,93982.84,Actual
1676,2025-11-01,6,1,56154.64,37133.6,59560.17,39500.92,Actual
1677,2025-11-01,6,2,120181.79,83942.29,107103.34,88647.35,Actual
1678,2025-11-01,6,3,83744.95,52462.12,89065.9,60278.36,Actual
1679,2025-11-01,6,4,82908.52,61865.56,92582.88,59292.57,Actual
1680,2025-11-01,6,5,28898.15,15094.54,25433.66,16261.43,Actual
1681,2025-11-01,7,1,125143.46,80790.33,107270.37,70101.49,Actual
1682,2025-11-01,7,2,121845.59,77514.55,138513.36,72564.7,Actual
1683,2025-11-01,7,3,132945.23,97981.3,117342.85,103006.96,Actual
1684,2025-11-01,7,4,134397.52,99359.69,136474.87,104642.25,Actual
1685,2025-11-01,7,5,94107.99,69690.39,91190.95,74257.05,Actual
1686,2025-11-01,8,1,100635.69,80054.95,85674.31,91482.08,Actual
1687,2025-11-01,8,2,62340.35,32371.03,56084.13,34293.5,Actual
1688,2025-11-01,8,3,107753.75,78308.95,111248.12,74379.57,Actual
1689,2025-11-01,8,4,134586.35,95912.96,145846.73,104658.95,Actual
1690,2025-11-01,8,5,86330.87,55647.57,74855.19,57042.39,Actual
1691,2025-11-01,9,1,83983.88,49755.89,84033.35,47062.27,Actual
1692,2025-11-01,9,2,64309.98,32317.35,69203.91,28519.39,Actual
1693,2025-11-01,9,3,26011.32,20788.23,27157.03,19717.57,Actual
1694,2025-11-01,9,4,95008.13,55845.6,98196.1,61951.1,Actual
1695,2025-11-01,9,5,69947.03,45870.03,80104.25,45100.52,Actual
1696,2025-11-01,10,1,72783.19,44311.67,69394.4,50345.75,Actual
1697,2025-11-01,10,2,32953.63,21517.86,28334.2,21234.33,Actual
1698,2025-11-01,10,3,97821.36,60026.65,86042.07,68615.26,Actual
1699,2025-11-01,10,4,109538.87,77103.0,117610.21,79501.81,Actual
1700,2025-11-01,10,5,87588.57,68965.01,93937.85,64645.88,Actual
1701,2025-11-01,11,1,145342.24,79094.64,153367.25,75653.06,Actual
1702,2025-11-01,11,2,126711.96,88430.76,120843.92,83675.55,Actual
1703,2025-11-01,11,3,89627.99,52428.46,76750.46,58987.92,Actual
1704,2025-11-01,11,4,122630.74,94202.95,130575.56,98216.29,Actual
1705,2025-11-01,11,5,51661.66,41222.93,50855.19,37828.02,Actual
1706,2025-11-01,12,1,87941.7,54140.28,78515.32,47791.41,Actual
1707,2025-11-01,12,2,63995.06,39949.96,65955.53,43573.82,Actual
1708,2025-11-01,12,3,46529.71,26914.07,50314.2,25126.2,Actual
1709,2025-11-01,12,4,22166.78,16095.45,24401.85,16926.25,Actual
1710,2025-11-01,12,5,145898.73,73539.17,130425.26,65491.09,Actual
1711,2025-11-01,13,1,39353.0,23251.6,45191.06,21424.87,Actual
1712,2025-11-01,13,2,23277.43,18037.59,22655.47,19311.34,Actual
1713,2025-11-01,13,3,119303.01,90832.39,116034.05,103620.96,Actual
1714,2025-11-01,13,4,132918.96,72314.78,134981.61,78367.25,Actual
1715,2025-11-01,13,5,147852.24,74451.83,146373.51,67413.22,Actual
1716,2025-11-01,14,1,106822.17,54011.02,108448.04,52127.2,Actual
1717,2025-11-01,14,2,108338.36,56764.3,117586.17,59911.39,Actual
1718,2025-11-01,14,3,115500.38,80300.03,117404.78,79547.41,Actual
1719,2025-11-01,14,4,112612.29,88232.56,128249.48,83276.46,Actual
1720,2025-11-01,14,5,34714.5,19196.55,30489.11,18344.58,Actual
1721,2025-11-01,15,1,44210.47,23174.44,42756.51,25444.64,Actual
1722,2025-11-01,15,2,88833.71,55515.91,79735.98,57100.43,Actual
1723,2025-11-01,15,3,141517.23,71510.96,123054.11,63930.14,Actual
1724,2025-11-01,15,4,144874.25,113060.04,164172.69,117632.41,Actual
1725,2025-11-01,15,5,133775.58,90811.44,124633.62,93182.42,Actual
1726,2025-12-01,1,1,135136.51,80995.61,119505.52,92064.02,Actual
1727,2025-12-01,1,2,51008.6,31433.72,47373.69,32169.74,Actual
1728,2025-12-01,1,3,51629.42,37859.12,48394.53,32330.87,Actual
1729,2025-12-01,1,4,98169.96,60254.06,90997.11,64167.93,Actual
1730,2025-12-01,1,5,72320.42,52223.1,70589.4,50771.71,Actual
1731,2025-12-01,2,1,76288.41,44817.07,73280.83,45640.95,Actual
1732,2025-12-01,2,2,107618.75,85466.49,105757.57,79285.35,Actual
1733,2025-12-01,2,3,140586.19,76886.28,138394.14,77314.81,Actual
1734,2025-12-01,2,4,28867.27,22166.38,29817.62,23777.42,Actual
1735,2025-12-01,2,5,68100.06,34708.91,71010.8,37864.01,Actual
1736,2025-12-01,3,1,69847.73,50491.52,75964.34,52492.08,Actual
1737,2025-12-01,3,2,68817.68,43357.0,67740.82,38800.43,Actual
1738,2025-12-01,3,3,130471.49,70585.37,117764.28,74417.27,Actual
1739,2025-12-01,3,4,54298.69,42418.88,60494.81,47451.6,Actual
1740,2025-12-01,3,5,47735.15,37990.76,49795.35,40560.73,Actual
1741,2025-12-01,4,1,64802.43,32737.02,73696.99,29323.36,Actual
1742,2025-12-01,4,2,24945.49,12835.98,21823.94,14045.32,Actual
1743,2025-12-01,4,3,144454.21,80738.43,131330.82,75704.8,Actual
1744,2025-12-01,4,4,145317.08,97270.36,155312.02,97629.6,Actual
1745,2025-12-01,4,5,133975.63,67033.9,143243.7,58972.69,Actual
1746,2025-12-01,5,1,88442.91,57906.98,75227.96,53774.82,Actual
1747,2025-12-01,5,2,89579.62,54852.54,86216.24,58197.91,Actual
1748,2025-12-01,5,3,106575.11,79712.9,98500.71,72592.59,Actual
1749,2025-12-01,5,4,83921.1,52834.98,90918.05,46799.61,Actual
1750,2025-12-01,5,5,141660.61,79098.31,153465.93,72310.36,Actual
1751,2025-12-01,6,1,67925.83,40261.96,73577.26,38332.62,Actual
1752,2025-12-01,6,2,28506.91,21716.2,25501.14,22349.53,Actual
1753,2025-12-01,6,3,91910.95,49050.42,80119.7,56266.76,Actual
1754,2025-12-01,6,4,117275.15,68437.74,100980.21,75263.03,Actual
1755,2025-12-01,6,5,62159.61,40896.76,65908.87,42752.84,Actual
1756,2025-12-01,7,1,78772.47,51789.51,87867.56,54370.43,Actual
1757,2025-12-01,7,2,59090.73,46737.45,66794.24,50421.98,Actual
1758,2025-12-01,7,3,60391.14,30645.07,62248.6,30583.31,Actual
1759,2025-12-01,7,4,38112.71,25854.88,37807.46,23770.95,Actual
1760,2025-12-01,7,5,114918.13,82016.4,120289.05,79395.02,Actual
1761,2025-12-01,8,1,80497.13,53942.12,81845.3,56399.97,Actual
1762,2025-12-01,8,2,148047.36,81711.02,159921.92,79736.59,Actual
1763,2025-12-01,8,3,64690.38,44098.91,65559.78,44647.67,Actual
1764,2025-12-01,8,4,108054.63,59120.26,107151.21,61373.27,Actual
1765,2025-12-01,8,5,148688.38,115694.74,159400.63,116546.04,Actual
1766,2025-12-01,9,1,78523.62,62549.35,77027.22,70718.0,Actual
1767,2025-12-01,9,2,107371.37,82376.12,107527.36,80223.87,Actual
1768,2025-12-01,9,3,99208.31,65086.84,107830.92,65384.05,Actual
1769,2025-12-01,9,4,62897.17,44682.78,66756.75,49374.4,Actual
1770,2025-12-01,9,5,69763.74,47481.78,65392.88,48924.52,Actual
1771,2025-12-01,10,1,110147.57,65432.58,103459.9,56600.42,Actual
1772,2025-12-01,10,2,112804.85,57562.7,102881.43,59787.99,Actual
1773,2025-12-01,10,3,83888.22,49996.75,92346.18,49149.5,Actual
1774,2025-12-01,10,4,100509.05,79665.51,110517.15,83653.0,Actual
1775,2025-12-01,10,5,119447.14,73717.91,135927.06,73898.17,Actual
1776,2025-12-01,11,1,123009.36,62229.33,129050.82,63945.77,Actual
1777,2025-12-01,11,2,48833.78,27741.19,49898.36,26771.21,Actual
1778,2025-12-01,11,3,122892.25,96536.35,125404.59,100186.42,Actual
1779,2025-12-01,11,4,134989.55,94367.93,141009.23,90192.46,Actual
1780,2025-12-01,11,5,47956.15,34828.2,43671.34,34878.79,Actual
1781,2025-12-01,12,1,95175.47,68433.32,97525.68,62904.38,Actual
1782,2025-12-01,12,2,104448.57,57708.13,101889.23,53756.62,Actual
1783,2025-12-01,12,3,114173.14,86746.19,103404.12,85942.93,Actual
1784,2025-12-01,12,4,113830.03,59205.24,107635.43,58416.39,Actual
1785,2025-12-01,12,5,65347.1,36157.18,66654.87,39559.74,Actual
1786,2025-12-01,13,1,86696.15,69200.62,82355.01,62169.53,Actual
1787,2025-12-01,13,2,27122.89,17571.17,23121.02,15973.85,Actual
1788,2025-12-01,13,3,94658.28,58004.93,84484.05,50751.97,Actual
1789,2025-12-01,13,4,52276.81,32526.55,57493.55,32940.34,Actual
1790,2025-12-01,13,5,35816.29,23530.0,40689.08,23362.0,Actual
1791,2025-12-01,14,1,93083.16,59346.28,95373.62,61741.78,Actual
1792,2025-12-01,14,2,60804.04,40200.57,65468.84,44720.05,Actual
1793,2025-12-01,14,3,75480.77,47297.71,72638.93,51005.68,Actual
1794,2025-12-01,14,4,120580.49,69556.9,115313.87,79119.98,Actual
1795,2025-12-01,14,5,101157.82,77494.3,95488.34,66499.73,Actual
1796,2025-12-01,15,1,145316.74,91478.78,145029.25,96670.38,Actual
1797,2025-12-01,15,2,102282.65,63020.89,107581.69,64534.43,Actual
1798,2025-12-01,15,3,96162.83,66377.34,110137.77,64065.86,Actual
1799,2025-12-01,15,4,83883.47,66892.21,82867.18,67514.56,Actual
1800,2025-12-01,15,5,102892.6,76960.82,95760.14,72222.21,Actual
